,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
10726,Plot  Area,Ready To Move,5th Phase JP Nagar,2400,4.0,1.0,228.0,4,222.9672,279026.39999999997,1251.4235277655187,Tier 1
10728,Plot  Area,Not Ready,Whitefield,1500,3.0,1.0,61.9,3,139.3545,75753.22,543.6008166223552,Tier 4
10736,Plot  Area,Ready To Move,Attibele,1500,3.0,2.0,90.0,3,139.3545,110142.0,790.3727543782225,Tier 2
10737,Plot  Area,Not Ready,Whitefield,1500,3.0,1.0,71.0,3,139.3545,86889.8,623.5162840094866,Tier 3
10741,Plot  Area,Not Ready,Bommasandra,1200,3.0,2.0,110.0,3,111.4836,134618.0,1207.5139303000622,Tier 1
10742,Plot  Area,Ready To Move,Benson Town,1688,2.0,0.0,280.0,2,156.820264,342664.0,2185.0747553900305,Tier 1
10743,Plot  Area,Ready To Move,Ulsoor,1160,2.0,1.0,130.0,2,107.76748,159094.0,1476.2709492696683,Tier 1
10748,Plot  Area,Ready To Move,Defence Colony,8000,6.0,3.0,2800.0,6,743.224,3426640.0,4610.507733872964,Tier 1
10749,Plot  Area,Ready To Move,Sarjapur  Road,3500,3.0,2.0,275.0,3,325.1605,336545.0,1035.011940257196,Tier 1
10751,Plot  Area,Ready To Move,Frazer Town,896,1.0,0.0,100.0,1,83.241088,122380.0,1470.1874151380625,Tier 1
10756,Plot  Area,Ready To Move,Havanur extension,2000,2.0,2.0,360.0,3,185.806,440568.0,2371.1182631346674,Tier 1
10757,Plot  Area,Ready To Move,Kothannur,1600,4.0,2.0,45.0,4,148.6448,55071.0,370.4872286147918,Tier 4
10761,Plot  Area,Not Ready,Weavers Colony,812,1.0,0.0,26.0,1,75.437236,31818.8,421.7916997913338,Tier 4
10766,Super built-up  Area,Ready To Move,Kothanur,1200,2.0,1.0,51.0,2,111.4836,62413.799999999996,559.8473676845742,Tier 3
10767,Super built-up  Area,Ready To Move,Marathahalli,1310,3.0,1.0,63.25,3,121.70293,77405.34999999999,636.0187877152998,Tier 3
10768,Super built-up  Area,Not Ready,Whitefield,1800,2.0,2.0,70.0,3,167.2254,85666.0,512.278637096996,Tier 4
10769,Super built-up  Area,Ready To Move,Manayata Tech Park,1100,2.0,2.0,48.0,2,102.1933,58742.399999999994,574.8165486387072,Tier 3
10770,Super built-up  Area,Ready To Move,Bellandur,1767,3.0,1.0,103.0,3,164.159601,126051.4,767.8588351344737,Tier 2
10771,Super built-up  Area,Not Ready,Mangammanapalya,1250,3.0,2.0,56.0,3,116.12875,68532.8,590.1449899357394,Tier 3
10772,Super built-up  Area,Ready To Move,Electronics City Phase 1,1070,2.0,1.0,45.5,2,99.40621,55682.9,560.1551452369022,Tier 3
10773,Super built-up  Area,Ready To Move,Chikkalasandra,1290,2.0,2.0,56.12,3,119.84487,68679.65599999999,573.0713045956826,Tier 3
10774,Super built-up  Area,Ready To Move,Govindaraja Nagar Ward,840,2.0,2.0,45.0,2,78.03852,55071.0,705.68995926627,Tier 2
10775,Super built-up  Area,Ready To Move,Doddathoguru,1100,2.0,1.0,62.0,2,102.1933,75875.59999999999,742.4713753249968,Tier 2
10776,Super built-up  Area,Ready To Move,Marathahalli,1220,2.0,1.0,57.0,2,113.34166,69756.59999999999,615.4541939830419,Tier 3
10777,Super built-up  Area,Ready To Move,Kanakpura Road,1005,2.0,1.0,36.68,2,93.367515,44888.984,480.77732389043445,Tier 4
10778,Super built-up  Area,Ready To Move,Kothannur,1206,2.0,1.0,48.23,2,112.041018,59023.873999999996,526.8059417310899,Tier 4
10779,Super built-up  Area,Ready To Move,Kalena Agrahara,1150,2.0,3.0,40.0,2,106.83845,48952.0,458.18710398737534,Tier 4
10780,Super built-up  Area,Ready To Move,Garudachar Palya,1325,2.0,2.0,60.8,3,123.096475,74407.04,604.4611756754203,Tier 3
10781,Super built-up  Area,Ready To Move,Kanakpura Road,1665,3.0,2.0,88.0,3,154.683495,107694.4,696.2242481009367,Tier 2
10782,Super built-up  Area,Not Ready,Electronic City,1000,2.0,1.0,28.88,2,92.903,35343.344,380.4327524407177,Tier 4
10783,Super built-up  Area,Ready To Move, Mysore Highway,1450,2.0,2.0,70.0,3,134.70935,85666.0,635.9321012238571,Tier 3
10784,Super built-up  Area,Ready To Move,Domlur,1540,3.0,2.0,90.0,3,143.07062,110142.0,769.8435919268401,Tier 2
10785,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330,2.0,1.0,48.0,3,123.56099,58742.399999999994,475.412183084645,Tier 4
10786,Super built-up  Area,Ready To Move,Peenya,966,2.0,2.0,49.9,2,89.744298,61067.619999999995,680.4623955050604,Tier 3
10787,Super built-up  Area,Ready To Move,Lakshmiamma Garden,1800,3.0,3.0,120.0,3,167.2254,146856.0,878.191949309136,Tier 2
10788,Super built-up  Area,Not Ready,Thanisandra,1436,3.0,1.0,74.75,3,133.408708,91479.05,685.7052389713572,Tier 3
10789,Super built-up  Area,Not Ready,Malleshwaram,1100,2.0,2.0,75.0,2,102.1933,91785.0,898.1508572479801,Tier 1
10790,Super built-up  Area,Not Ready,Vajarahalli,945,2.0,1.0,54.0,2,87.793335,66085.2,752.735956550688,Tier 2
10791,Super built-up  Area,Not Ready,Bommasandra Industrial Area,1280,3.0,1.0,50.4,3,118.91584,61679.52,518.6821200607085,Tier 4
10792,Super built-up  Area,Ready To Move,ISRO Layout,1000,2.0,1.0,60.0,2,92.903,73428.0,790.3727543782225,Tier 2
10793,Super built-up  Area,Ready To Move,Vishveshwarya Layout,4000,7.0,2.0,225.0,7,371.612,275355.0,740.9744572295835,Tier 2
10794,Super built-up  Area,Not Ready, Devarachikkanahalli,1250,2.0,3.0,44.0,3,116.12875,53847.2,463.68534923522384,Tier 4
10795,Super built-up  Area,Ready To Move,Kalena Agrahara,1200,2.0,2.0,50.0,2,111.4836,61190.0,548.86996831821,Tier 4
10797,Super built-up  Area,Ready To Move,Jakkuru Layout,1340,2.0,2.0,55.7,2,124.49002,68165.66,547.5592340655098,Tier 4
10798,Super built-up  Area,Ready To Move,Kothanur,1186,2.0,2.0,58.0,2,110.182958,70980.4,644.2048869299733,Tier 3
10799,Super built-up  Area,Ready To Move,Nagasandra,980,2.0,1.0,48.0,2,91.04494,58742.399999999994,645.2022484720183,Tier 3
10800,Super built-up  Area,Ready To Move,EPIP Zone,1285,2.0,2.0,82.0,2,119.380355,100351.59999999999,840.6039670429863,Tier 2
10802,Super built-up  Area,Ready To Move,Whitefield,1075,2.0,1.0,53.0,2,99.870725,64861.399999999994,649.453581116989,Tier 3
10803,Super built-up  Area,Not Ready,1st Block Jayanagar,2850,4.0,1.0,428.0,4,264.77355,523786.39999999997,1978.2429173911064,Tier 1
10804,Super built-up  Area,Ready To Move,Ngef Layout,1415,3.0,3.0,78.0,3,131.457745,95456.4,726.1375128563175,Tier 2
10805,Super built-up  Area,Ready To Move,Hebbal,1900,3.0,2.0,119.0,3,176.5157,145632.19999999998,825.0382260614776,Tier 2
10806,Super built-up  Area,Not Ready,Dommasandra,805,2.0,1.0,22.14,2,74.786915,27094.932,362.29508865287465,Tier 4
10807,Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,1500,2.0,1.0,65.0,3,139.3545,79547.0,570.8247670509385,Tier 3
10808,Super built-up  Area,Not Ready,Bank Of Baroda Colony,1080,2.0,2.0,39.0,2,100.33524,47728.2,475.687305875782,Tier 4
10809,Super built-up  Area,Not Ready,Shree Ananth Nagar Layout,900,2.0,2.0,22.5,2,83.6127,27535.5,329.321980990926,Tier 4
10810,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464,3.0,2.0,46.0,3,136.009992,56294.799999999996,413.9019433219288,Tier 4
10811,Super built-up  Area,Ready To Move,Sarjapur,913,2.0,1.0,32.0,2,84.820439,39161.6,461.70003906723474,Tier 4
10812,Super built-up  Area,Ready To Move,Kogilu,1664,2.0,3.0,73.95,3,154.590592,90500.01,585.417319574014,Tier 3
10813,Super built-up  Area,Ready To Move,Bisuvanahalli,1075,2.0,1.0,46.0,3,99.870725,56294.799999999996,563.6766930449338,Tier 3
10814,Super built-up  Area,Ready To Move,Kaggadasapura,1280,2.0,2.0,56.0,3,118.91584,68532.8,576.3134667341205,Tier 3
10815,Super built-up  Area,Ready To Move,Haralur Road,1027,2.0,2.0,44.0,2,95.411381,53847.2,564.368730812103,Tier 3
10816,Super built-up  Area,Not Ready,Yelahanka,1350,2.0,1.0,55.55,2,125.41905,67982.09,542.03958649025,Tier 4
10817,Super built-up  Area,Not Ready,Malleshpalya,1140,2.0,2.0,46.5,2,105.90942,56906.7,537.3148110904582,Tier 4
10818,Super built-up  Area,Not Ready,Kodathi,850,2.0,2.0,27.0,2,78.96755,33042.6,418.43263467082363,Tier 4
10819,Super built-up  Area,Ready To Move,Manayata Tech Park,1200,2.0,2.0,55.0,2,111.4836,67309.0,603.7569651500311,Tier 3
10820,Super built-up  Area,Not Ready,Sarjapur  Road,1000,2.0,1.0,67.0,2,92.903,81994.59999999999,882.5829090556816,Tier 2
10821,Super built-up  Area,Ready To Move,Somasundara Palya,1600,3.0,3.0,64.0,3,148.6448,78323.2,526.9151695854816,Tier 4
10822,Super built-up  Area,Ready To Move,Basaveshwara Nagar,1200,2.0,2.0,65.0,2,111.4836,79547.0,713.5309588136731,Tier 2
10823,Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,1762,3.0,1.0,125.0,3,163.695086,152975.0,934.5118643329342,Tier 1
10824,Super built-up  Area,Not Ready,Bagalur Main Road,950,2.0,2.0,50.0,2,88.25785,61190.0,693.3094336651073,Tier 2
10825,Super built-up  Area,Ready To Move,MS Pallya,1200,3.0,0.0,90.0,3,111.4836,110142.0,987.9659429727781,Tier 1
10828,Super built-up  Area,Not Ready,Rajaji Nagar,12000,6.0,3.0,2200.0,7,1114.836,2692360.0,2415.0278606001243,Tier 1
10829,Super built-up  Area,Ready To Move,Kengeri,34.46Sq. Meter,1.0,0.0,18.5,1,,22640.3,,Tier 4
10830,Super built-up  Area,Ready To Move,Yelenahalli,1240,2.0,2.0,47.12,2,115.19972,57665.456,500.56941110620755,Tier 4
10831,Super built-up  Area,Ready To Move,Sarjapur  Road,1670,2.0,3.0,57.0,3,155.14801,69756.59999999999,449.6132435085696,Tier 4
10832,Super built-up  Area,Ready To Move,Hulimavu,1650,3.0,2.0,78.0,3,153.28995,95456.4,622.7179276919328,Tier 3
10833,Super built-up  Area,Not Ready,Marathahalli,950,2.0,1.0,46.96,2,88.25785,57469.648,651.1562200982688,Tier 3
10834,Super built-up  Area,Ready To Move,Ambalipura,1800,3.0,3.0,110.0,3,167.2254,134618.0,805.0092868667081,Tier 2
10835,Super built-up  Area,Ready To Move,Akshaya Nagar,1070,2.0,1.0,54.0,2,99.40621,66085.2,664.7995130284114,Tier 3
10836,Super built-up  Area,Not Ready,Kodigehalli,1270,2.0,1.0,98.0,2,117.98681,119932.4,1016.4898940822283,Tier 1
10838,Super built-up  Area,Ready To Move,NS Palya,1200,2.0,1.0,74.0,2,111.4836,90561.2,812.3275531109508,Tier 2
10839,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464,3.0,2.0,56.0,3,136.009992,68532.8,503.88062665278295,Tier 4
10840,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3600,4.0,3.0,400.0,4,334.4508,489520.0,1463.65324884856,Tier 1
10841,Super built-up  Area,Ready To Move,Chikkalasandra,1208,2.0,1.0,49.0,2,112.226824,59966.2,534.3303665084561,Tier 4
10842,Super built-up  Area,Ready To Move,Vidyaranyapura,1062,2.0,3.0,38.0,2,98.662986,46504.4,471.3459614936041,Tier 4
10843,Super built-up  Area,Ready To Move,Kada Agrahara,1115,2.0,1.0,40.0,2,103.586845,48952.0,472.56965882105976,Tier 4
10844,Super built-up  Area,Ready To Move,Kashi Nagar,1600,4.0,1.0,80.0,4,148.6448,97904.0,658.643961981852,Tier 3
10846,Super built-up  Area,Not Ready,Electronic City Phase II,1000,2.0,1.0,25.0,2,92.903,30595.0,329.321980990926,Tier 4
10848,Super built-up  Area,Ready To Move,Ramanjaneyanagar,1385,2.0,2.0,48.48,3,128.670655,59329.82399999999,461.09832890801704,Tier 4
10849,Super built-up  Area,Ready To Move,Uttarahalli,1286,2.0,2.0,63.0,2,119.473258,77099.4,645.3276765918612,Tier 3
10850,Super built-up  Area,Ready To Move,Banashankari,1200,2.0,2.0,42.0,3,111.4836,51399.6,461.05077338729643,Tier 4
10852,Super built-up  Area,Ready To Move,Harlur,1460,3.0,1.0,73.0,3,135.63838,89337.4,658.6439619818519,Tier 3
10853,Super built-up  Area,Ready To Move,Mysore Road,1020,2.0,1.0,48.95,2,94.76106,59905.01,632.1690576276795,Tier 3
10854,Super built-up  Area,Not Ready,Venkatapura,416,1.0,1.0,18.5,1,38.647648,22640.3,585.813139262705,Tier 3
10855,Super built-up  Area,Ready To Move,HSR Layout,1430,2.0,1.0,65.0,3,132.85129,79547.0,598.76723816532,Tier 3
10856,Super built-up  Area,Ready To Move,Hosapalya,600,1.0,0.0,90.0,1,55.7418,110142.0,1975.9318859455561,Tier 1
10857,Super built-up  Area,Ready To Move,Arekere,2060,3.0,2.0,140.0,3,191.38018,171332.0,895.2442201695077,Tier 1
10858,Super built-up  Area,Not Ready,Malleshwaram,12000,7.0,3.0,2200.0,7,1114.836,2692360.0,2415.0278606001243,Tier 1
10859,Super built-up  Area,Not Ready,Sector 6 HSR Layout,3000,5.0,2.0,260.0,4,278.709,318188.0,1141.649534101877,Tier 1
10860,Super built-up  Area,Ready To Move,Thanisandra,1075,2.0,2.0,45.8,2,99.870725,56050.03999999999,561.2259248143037,Tier 3
10861,Super built-up  Area,Ready To Move,Kaggadasapura,1140,2.0,2.0,40.0,2,105.90942,48952.0,462.2062891100716,Tier 4
10862,Super built-up  Area,Ready To Move,Whitefield,4104,4.0,2.0,360.0,4,381.273912,440568.0,1155.515722775179,Tier 1
10864,Super built-up  Area,Ready To Move,Vasanthapura,1400,3.0,2.0,60.0,3,130.0642,73428.0,564.5519674130161,Tier 3
10865,Super built-up  Area,Ready To Move,near Ramanashree California resort,3600,4.0,1.0,160.0,6,334.4508,195808.0,585.461299539424,Tier 3
10866,Super built-up  Area,Not Ready,Mahadevpura,1225,2.0,2.0,48.0,2,113.806175,58742.399999999994,516.1617987776146,Tier 4
10867,Super built-up  Area,Ready To Move,6th Phase JP Nagar,1180,2.0,3.0,80.0,2,109.62554,97904.0,893.0765586194603,Tier 1
10868,Super built-up  Area,Ready To Move,Haralur Road,1194,2.0,2.0,47.0,2,110.926182,57518.6,518.5304223307713,Tier 4
10869,Super built-up  Area,Ready To Move,Hennur Road,1500,2.0,2.0,62.0,3,139.3545,75875.59999999999,544.4790085716643,Tier 4
10870,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,1160,2.0,2.0,52.2,2,107.76748,63882.36,592.7795657836668,Tier 3
10871,Super built-up  Area,Ready To Move,Sarjapur  Road,1210,2.0,2.0,58.0,2,112.41263,70980.4,631.4272693379738,Tier 3
10872,Super built-up  Area,Ready To Move,Horamavu Agara,1200,2.0,1.0,45.0,2,111.4836,55071.0,493.98297148638903,Tier 4
10873,Super built-up  Area,Ready To Move,Mahadevpura,1720,3.0,3.0,78.0,3,159.79316,95456.4,597.3747562160984,Tier 3
10874,Super built-up  Area,Not Ready,Shantiniketan Layout,2072,3.0,2.0,108.0,3,192.495016,132170.4,686.617257664479,Tier 3
10875,Super built-up  Area,Ready To Move,Teachers Colony,1350,3.0,0.0,77.0,3,125.41905,94232.59999999999,751.3420010755941,Tier 2
10876,Super built-up  Area,Not Ready,Srinivasa Nagar,1180,2.0,2.0,78.34,3,109.62554,95872.492,874.5452200281065,Tier 2
10877,Super built-up  Area,Ready To Move,Langford Town,1355,2.0,2.0,115.0,2,125.883565,140737.0,1117.9934410024057,Tier 1
10878,Super built-up  Area,Ready To Move,Bannerghatta Road,1640,2.0,1.0,120.0,3,152.36092,146856.0,963.8692126563689,Tier 1
10879,Super built-up  Area,Ready To Move,Kodichikkanahalli,1190,2.0,2.0,57.0,3,110.55457,69756.59999999999,630.9698459321943,Tier 3
10880,Super built-up  Area,Ready To Move,Marathahalli,1019,2.0,2.0,49.85,2,94.668157,61006.43,644.4239745789073,Tier 3
10881,Super built-up  Area,Not Ready,Akshaya Nagar,1250,3.0,2.0,40.0,3,116.12875,48952.0,421.5321356683853,Tier 4
10882,Super built-up  Area,Ready To Move,Varthur Road,1083,2.0,2.0,61.75,2,100.613949,75569.65,751.0852198038663,Tier 2
10884,Super built-up  Area,Ready To Move,Kothanur,1580,3.0,3.0,76.0,3,146.78674,93008.8,633.6321659572247,Tier 3
10885,Super built-up  Area,Not Ready,Dommasandra,1033,2.0,2.0,25.53,3,95.968799,31243.614,325.5601229312039,Tier 4
10886,Super built-up  Area,Ready To Move,Chandapura,1200,2.0,2.0,32.0,2,111.4836,39161.6,351.27677972365444,Tier 4
10887,Super built-up  Area,Ready To Move,Kengeri,1160,2.0,2.0,40.61,2,107.76748,49698.518,461.1643326910863,Tier 4
10888,Super built-up  Area,Ready To Move,Banashankari,1077,2.0,2.0,37.64,2,100.05653099999999,46063.832,460.37806367682293,Tier 4
10889,Super built-up  Area,Ready To Move,Cunningham Road,5270,4.0,3.0,1250.0,4,489.59881,1529750.0,3124.496973348444,Tier 1
10890,Super built-up  Area,Ready To Move,Anekal,656,2.0,1.0,22.0,2,60.944368,26923.6,441.77338913416907,Tier 4
10891,Super built-up  Area,Ready To Move,Mahadevpura,1150,2.0,3.0,52.0,2,106.83845,63637.6,595.643235183588,Tier 3
10892,Super built-up  Area,Ready To Move,Jakkur,1279,2.0,1.0,77.0,2,118.822937,94232.59999999999,793.0505875309242,Tier 2
10893,Super built-up  Area,Not Ready,5th Phase JP Nagar,1070,2.0,2.0,39.0,2,99.40621,47728.2,480.1329816316304,Tier 4
10894,Super built-up  Area,Ready To Move,V.V Puram,775,2.0,1.0,55.0,2,71.999825,67309.0,934.8494944258545,Tier 1
10895,Super built-up  Area,Ready To Move,Koramangala,1750,3.0,2.0,130.0,3,162.58025,159094.0,978.5567435158944,Tier 1
10896,Super built-up  Area,Ready To Move,Cox Town,1975,3.0,3.0,150.0,3,183.483425,183570.0,1000.4718409850916,Tier 1
10897,Super built-up  Area,Ready To Move,HSR Layout,1475,3.0,2.0,75.0,3,137.031925,91785.0,669.8074189645953,Tier 3
10898,Super built-up  Area,Ready To Move,Kathriguppe,1400,2.0,2.0,77.0,3,130.0642,94232.59999999999,724.5083581800371,Tier 2
10899,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1100,2.0,0.0,46.0,2,102.1933,56294.799999999996,550.8658591120944,Tier 4
10900,Super built-up  Area,Ready To Move,Richmond Town,1352,3.0,0.0,135.0,3,125.604856,165213.0,1315.33927318861,Tier 1
10901,Super built-up  Area,Not Ready,manyata park,1780,3.0,1.0,84.83,3,165.36734,103814.954,627.783902190118,Tier 3
10902,Super built-up  Area,Ready To Move,Panathur,1695,3.0,1.0,90.0,3,157.470585,110142.0,699.444915378958,Tier 2
10904,Super built-up  Area,Ready To Move,Sadashiva Nagar,3761,3.0,2.0,660.0,3,349.408183,807708.0,2311.645918149547,Tier 1
10905,Super built-up  Area,Ready To Move,Yelachenahalli,1400,2.0,3.0,55.0,3,130.0642,67309.0,517.505970128598,Tier 4
10906,Super built-up  Area,Ready To Move,Kadugodi,1198,2.0,2.0,58.0,2,111.297794,70980.4,637.7520833881038,Tier 3
10907,Super built-up  Area,Not Ready,1st Block Jayanagar,1630,3.0,2.0,194.0,3,151.43189,237417.19999999998,1567.815075146985,Tier 1
10908,Super built-up  Area,Not Ready,8th Phase JP Nagar,1240,3.0,2.0,43.5,3,115.19972,53235.299999999996,462.11310235823487,Tier 4
10909,Super built-up  Area,Ready To Move,Kothannur,1853,3.0,2.0,82.0,3,172.149259,100351.59999999999,582.9336738533391,Tier 3
10910,Super built-up  Area,Ready To Move,Kasturi Nagar,1567,2.0,2.0,92.0,2,145.579001,112589.59999999999,773.3917613571203,Tier 2
10911,Super built-up  Area,Ready To Move,Talaghattapura,1090,2.0,1.0,27.24,2,101.26427,33336.312,329.20112888781006,Tier 4
10913,Super built-up  Area,Ready To Move,Hosa Road,1652,3.0,2.0,85.0,3,153.475756,104023.0,677.7813168094119,Tier 3
10914,Super built-up  Area,Ready To Move,Gunjur,1356,2.0,3.0,66.0,3,125.976468,80770.8,641.1578390973781,Tier 3
10915,Super built-up  Area,Ready To Move,Hennagara,823,2.0,1.0,28.0,2,76.459169,34266.4,448.1660008624996,Tier 4
10916,Super built-up  Area,Ready To Move,Kengeri Satellite Town,930,1.0,1.0,30.0,1,86.39979,36714.0,424.93158837538846,Tier 4
10917,Super built-up  Area,Ready To Move,BAGUR,686,1.0,1.0,17.0,1,63.731457999999996,20804.6,326.44161381024736,Tier 4
10918,Super built-up  Area,Ready To Move,Mahadevpura,1250,2.0,3.0,52.0,2,116.12875,63637.6,547.9917763689009,Tier 4
10919,Super built-up  Area,Ready To Move,Byatarayanapura,1300,1.0,0.0,200.0,1,120.7739,244760.0,2026.5968060980063,Tier 1
10920,Super built-up  Area,Not Ready,Naganathapura,1001,2.0,2.0,33.03,2,92.995903,40422.114,434.66553574946204,Tier 4
10921,Super built-up  Area,Ready To Move,Yelahanka,1590,2.0,1.0,54.0,3,147.71577,66085.2,447.38080436503157,Tier 4
10922,Super built-up  Area,Ready To Move,Basavanagara,2400,2.0,0.0,80.0,3,222.9672,97904.0,439.09597465456807,Tier 4
10923,Super built-up  Area,Ready To Move,Bellandur,4239,5.0,2.0,423.0,5,393.815817,517667.39999999997,1314.4911343162228,Tier 1
10924,Super built-up  Area,Ready To Move,Marathahalli,1019,2.0,2.0,49.86,2,94.668157,61018.668,644.5532471916613,Tier 3
10925,Super built-up  Area,Ready To Move,Uttarahalli,1135,2.0,2.0,39.73,3,105.444905,48621.57399999999,461.10880369231677,Tier 4
10926,Super built-up  Area,Ready To Move,NGR Layout,1020,2.0,1.0,45.9,2,94.76106,56172.42,592.7795657836668,Tier 3
10927,Super built-up  Area,Not Ready,Divya Unnathi Layout,1611,2.0,2.0,64.44,3,149.666733,78861.67199999999,526.9151695854816,Tier 4
10928,Super built-up  Area,Ready To Move,sapthagiri Layout,1300,1.0,1.0,115.0,2,120.7739,140737.0,1165.2931635063537,Tier 1
10929,Super built-up  Area,Not Ready,Seegehalli,901,2.0,1.0,35.14,2,83.705603,43004.332,513.756910633569,Tier 4
10930,Super built-up  Area,Ready To Move,BEML Layout,1060,2.0,1.0,55.0,2,98.47718,67309.0,683.4984511132427,Tier 3
10931,Super built-up  Area,Ready To Move,NGR Layout,1020,2.0,1.0,48.45,2,94.76106,59293.11,625.7117638827594,Tier 3
10932,Super built-up  Area,Ready To Move,Sarjapur  Road,1115,2.0,2.0,50.0,2,103.586845,61190.0,590.7120735263247,Tier 3
10933,Super built-up  Area,Ready To Move,Uttarahalli,1175,2.0,2.0,47.0,2,109.161025,57518.6,526.9151695854816,Tier 4
10934,Super built-up  Area,Ready To Move,Marathahalli,1325,2.0,2.0,71.55,2,123.096475,87562.89,711.3354789404002,Tier 2
10935,Super built-up  Area,Not Ready,Jakkur,1396,2.0,1.0,86.51,3,129.692588,105870.93800000001,816.3221941411178,Tier 2
10936,Super built-up  Area,Ready To Move,Rachenahalli,1050,2.0,2.0,52.07,2,97.54814999999999,63723.265999999996,653.2493542932388,Tier 3
10937,Super built-up  Area,Ready To Move,Thanisandra,1825,3.0,2.0,100.0,3,169.547975,122380.0,721.8016021718926,Tier 2
10938,Super built-up  Area,Ready To Move,Marathahalli,1220,2.0,1.0,56.5,2,113.34166,69144.7,610.0554729831907,Tier 3
10939,Super built-up  Area,Ready To Move,NRI Layout,1565,2.0,2.0,75.0,3,145.393195,91785.0,631.2881424746186,Tier 3
10940,Super built-up  Area,Not Ready,Mysore Road,1175,2.0,1.0,73.5,2,109.161025,89949.3,824.0056375432532,Tier 2
10941,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,600,1.0,1.0,22.0,1,55.7418,26923.6,483.0055721200248,Tier 4
10942,Super built-up  Area,Ready To Move,Indira Nagar,1200,2.0,2.0,93.0,2,111.4836,113813.4,1020.8981410718707,Tier 1
10943,Super built-up  Area,Ready To Move,Harlur,1033,2.0,2.0,49.0,2,95.968799,59966.2,624.8509997504501,Tier 3
10944,Super built-up  Area,Ready To Move,ITPL,1548,3.0,2.0,89.5,3,143.813844,109530.09999999999,761.6102661159658,Tier 2
10945,Super built-up  Area,Not Ready,Horamavu Banaswadi,1611,3.0,3.0,66.0,3,149.666733,80770.8,539.6710303017038,Tier 4
10948,Super built-up  Area,Ready To Move,Raghavendra Nagar,1175,2.0,2.0,48.27,2,109.161025,59072.826,541.1530901253446,Tier 4
10949,Super built-up  Area,Ready To Move,Sahakara Nagar,1100,2.0,1.0,56.0,2,102.1933,68532.8,670.6193067451585,Tier 3
10950,Super built-up  Area,Not Ready,Horamavu Banaswadi,1460,2.0,1.0,80.5,2,135.63838,98515.9,726.3128621854669,Tier 2
10951,Super built-up  Area,Ready To Move,KR Layout,950,1.0,1.0,40.0,1,88.25785,48952.0,554.6475469320859,Tier 3
10952,Super built-up  Area,Ready To Move,Kathriguppe,1250,2.0,1.0,68.75,3,116.12875,84136.25,724.5083581800372,Tier 2
10953,Super built-up  Area,Ready To Move,Kariyammana Agrahara,1800,3.0,3.0,90.0,3,167.2254,110142.0,658.643961981852,Tier 3
10954,Super built-up  Area,Ready To Move,Rachenahalli,1050,2.0,2.0,55.5,2,97.54814999999999,67920.9,696.2807598093864,Tier 2
10955,Super built-up  Area,Ready To Move,Horamavu Agara,1560,3.0,2.0,75.0,3,144.92867999999999,91785.0,633.311501905627,Tier 3
10956,Super built-up  Area,Ready To Move,Kasavanhalli,1260,2.0,3.0,40.32,3,117.05778,49343.616,421.53213566838537,Tier 4
10957,Super built-up  Area,Ready To Move,Seegehalli,1150,2.0,2.0,42.9,3,106.83845,52501.02,491.40566902646003,Tier 4
10958,Super built-up  Area,Not Ready,Kanakapura,929,2.0,1.0,46.0,2,86.306887,56294.799999999996,652.2631270433841,Tier 3
10959,Super built-up  Area,Ready To Move,Vasanthapura,1135,2.0,1.0,39.73,2,105.444905,48621.57399999999,461.10880369231677,Tier 4
10960,Super built-up  Area,Not Ready,Banashankari,1470,2.0,1.0,88.64,3,136.56741,108477.632,794.3156570077737,Tier 2
10961,Super built-up  Area,Not Ready,Ananth Nagar,500,1.0,1.0,14.0,1,46.4515,17133.2,368.84061870983714,Tier 4
10962,Super built-up  Area,Ready To Move,Canara Bank Layout,1600,3.0,3.0,90.0,3,148.6448,110142.0,740.9744572295835,Tier 2
10963,Super built-up  Area,Ready To Move,Naganathapura,720,2.0,1.0,120.0,2,66.89016,146856.0,2195.4798732728405,Tier 1
10964,Super built-up  Area,Ready To Move,Uttarahalli,1390,2.0,2.0,62.55,3,129.13517,76548.68999999999,592.7795657836668,Tier 3
10965,Super built-up  Area,Ready To Move,"Bidere Agarahara, Behind Safal market",1060,2.0,2.0,42.0,2,98.47718,51399.6,521.9442717592035,Tier 4
10966,Super built-up  Area,Ready To Move,Kanakpura Road,1500,2.0,2.0,69.0,2,139.3545,84442.2,605.9524450233039,Tier 3
10967,Super built-up  Area,Ready To Move,Haralur Road,1027,2.0,2.0,44.0,2,95.411381,53847.2,564.368730812103,Tier 3
10968,Super built-up  Area,Ready To Move,Konanakunte,1637,3.0,3.0,73.0,3,152.082211,89337.4,587.4283350601735,Tier 3
10969,Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,1600,3.0,2.0,75.0,3,148.6448,91785.0,617.4787143579863,Tier 3
