,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
7446,Super built-up  Area,Not Ready,Badavala Nagar,1842,3,2,115,3,171.127326,140737,822.4110274,Tier 2
10030,Super built-up  Area,Not Ready,Badavala Nagar,1842,3,2,115,3,171.127326,140737,822.4110274,Tier 2
10169,Super built-up  Area,Not Ready,Badavala Nagar,1842,3,2,115,3,171.127326,140737,822.4110274,Tier 2
11349,Super built-up  Area,Not Ready,Badavala Nagar,1842,3,2,115,3,171.127326,140737,822.4110274,Tier 2
10829,Super built-up  Area,Ready To Move,Anjanapura,1843,3,1,87.54,3,171.220229,107131.452,625.6938951,Tier 3
1836,Built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,85,3,171.220229,104023,607.5391944,Tier 3
2214,Built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,90,3,171.220229,110142,643.2767941,Tier 3
5203,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,95.84,3,171.220229,117288.992,685.0183105,Tier 3
5545,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,92.15,3,171.220229,112773.17,658.643962,Tier 3
6353,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,95.84,3,171.220229,117288.992,685.0183105,Tier 3
8188,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,82,3,171.220229,100351.6,586.0966346,Tier 3
8458,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,85,3,171.220229,104023,607.5391944,Tier 3
10074,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,88,3,171.220229,107694.4,628.9817543,Tier 3
10191,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,96.2,3,171.220229,117729.56,687.5914177,Tier 3
12412,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,95,3,171.220229,116261,679.0143938,Tier 3
12770,Super built-up  Area,Ready To Move,Kanakpura Road,1843,3,2,96.2,3,171.220229,117729.56,687.5914177,Tier 3
10921,Super built-up  Area,Ready To Move,HSR Layout,1844,3,3,95,3,171.313132,116261,678.6461647,Tier 3
12799,Super built-up  Area,Ready To Move,HSR Layout,1844,3,1,89,3,171.313132,108918.2,635.7843017,Tier 3
6954,Super built-up  Area,Ready To Move,Murugeshpalya,1845,3,3,91,3,171.406035,111365.8,649.719247,Tier 3
6010,Super built-up  Area,Ready To Move,Sarjapur  Road,1845,4,1,110,3,171.406035,134618,785.374914,Tier 2
6206,Super built-up  Area,Not Ready,Uttarahalli,1845,2,1,68.27,3,171.406035,83548.826,487.4322307,Tier 4
2529,Plot  Area,Ready To Move,8th block Koramangala,1846,3,2,300,3,171.498938,367140,2140.771274,Tier 1
12718,Super built-up  Area,Ready To Move,Bannerghatta Road,1846,3,2,120,3,171.498938,146856,856.3085096,Tier 2
11260,Super built-up  Area,Ready To Move,Bellandur,1846,3,2,135,3,171.498938,165213,963.3470733,Tier 1
5783,Super built-up  Area,Ready To Move,Sarjapur  Road,1846,3,2,140,3,171.498938,171332,999.0265946,Tier 1
7752,Super built-up  Area,Ready To Move,Sarjapur  Road,1846,3,3,145,3,171.498938,177451,1034.706116,Tier 1
7773,Super built-up  Area,Ready To Move,Sarjapur  Road,1846,3,2,155,3,171.498938,189689,1106.065158,Tier 1
7774,Super built-up  Area,Ready To Move,Hegde Nagar,1847,3,2,135,3,171.591841,165213,962.8254994,Tier 1
9629,Super built-up  Area,Ready To Move,Hegde Nagar,1847,3,2,125,3,171.591841,152975,891.505092,Tier 1
9939,Super built-up  Area,Ready To Move,Hegde Nagar,1847,3,2,123,3,171.591841,150527.4,877.2410105,Tier 2
4730,Super built-up  Area,Ready To Move,Kothanur,1847,3,2,105,3,171.591841,128499,748.8642773,Tier 2
6285,Super built-up  Area,Ready To Move,Kothanur,1847,3,2,110,3,171.591841,134618,784.524481,Tier 2
5967,Super built-up  Area,Ready To Move,Thanisandra,1847,3,2,123,3,171.591841,150527.4,877.2410105,Tier 2
1870,Built-up  Area,Not Ready,Yelahanka,1847,3,3,92,3,171.591841,112589.6,656.1477477,Tier 3
62,Built-up  Area,Ready To Move,7th Phase JP Nagar,1850,3,1,150,3,171.87055,183570,1068.07129,Tier 1
6495,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850,3,2,140,3,171.87055,171332,996.8665371,Tier 1
6902,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850,3,2,150,3,171.87055,183570,1068.07129,Tier 1
8196,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850,3,1,150,3,171.87055,183570,1068.07129,Tier 1
8845,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850,3,2,155,3,171.87055,189689,1103.673666,Tier 1
6286,Super built-up  Area,Ready To Move,Ambedkar Nagar,1850,4,3,139,3,171.87055,170108.2,989.7460618,Tier 1
9768,Super built-up  Area,Ready To Move,Ambedkar Nagar,1850,4,2,120,3,171.87055,146856,854.4570318,Tier 2
12919,Super built-up  Area,Ready To Move,Ambedkar Nagar,1850,4,2,121,3,171.87055,148079.8,861.577507,Tier 2
425,Built-up  Area,Ready To Move,Anjanapura,1850,4,2,86,4,171.87055,105246.8,612.3608728,Tier 3
6041,Super built-up  Area,Ready To Move,Basavangudi,1850,3,1,168,3,171.87055,205598.4,1196.239844,Tier 1
11590,Super built-up  Area,Ready To Move,Basavangudi,1850,3,2,150,3,171.87055,183570,1068.07129,Tier 1
7802,Super built-up  Area,Ready To Move,Bommanahalli,1850,3,2,90,3,171.87055,110142,640.8427738,Tier 3
2342,Built-up  Area,Ready To Move,Cooke Town,1850,3,3,110,3,171.87055,134618,783.2522791,Tier 2
12362,Super built-up  Area,Ready To Move,Domlur,1850,3,1,180,3,171.87055,220284,1281.685548,Tier 1
10556,Super built-up  Area,Not Ready,Haralur Road,1850,3,2,120,3,171.87055,146856,854.4570318,Tier 2
6237,Super built-up  Area,Not Ready,Hoodi,1850,3,2,146,3,171.87055,178674.8,1039.589389,Tier 1
4735,Super built-up  Area,Ready To Move,JP Nagar,1850,3,3,150,3,171.87055,183570,1068.07129,Tier 1
743,Built-up  Area,Ready To Move,Kacharakanahalli,1850,3,3,98,3,171.87055,119932.4,697.8065759,Tier 2
10106,Super built-up  Area,Ready To Move,Kalkere,1850,3,3,95,3,171.87055,116261,676.4451501,Tier 3
10934,Super built-up  Area,Not Ready,Kudlu Gate,1850,3,2,120,3,171.87055,146856,854.4570318,Tier 2
12082,Super built-up  Area,Not Ready,Kudlu Gate,1850,3,2,110,3,171.87055,134618,783.2522791,Tier 2
7978,Super built-up  Area,Ready To Move,Nagarbhavi,1850,3,2,88,3,171.87055,107694.4,626.6018233,Tier 3
8133,Super built-up  Area,Ready To Move,Nagarbhavi,1850,3,2,90,3,171.87055,110142,640.8427738,Tier 3
8558,Super built-up  Area,Ready To Move,Nagarbhavi,1850,2,2,88,3,171.87055,107694.4,626.6018233,Tier 3
8634,Super built-up  Area,Ready To Move,Nagarbhavi,1850,2,2,89,3,171.87055,108918.2,633.7222986,Tier 3
2390,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1850,3,1,98,3,171.87055,119932.4,697.8065759,Tier 2
1140,Built-up  Area,Ready To Move,Sarjapur  Road,1850,3,3,140,3,171.87055,171332,996.8665371,Tier 1
11920,Super built-up  Area,Ready To Move,Sarjapur  Road,1850,3,2,140,3,171.87055,171332,996.8665371,Tier 1
13247,Super built-up  Area,Ready To Move,Sarjapur  Road,1850,3,2,89,3,171.87055,108918.2,633.7222986,Tier 3
9733,Super built-up  Area,Ready To Move,Whitefield,1850,3,2,150,3,171.87055,183570,1068.07129,Tier 1
5457,Super built-up  Area,Ready To Move,Yeshwanthpur,1850,3,3,100,3,171.87055,122380,712.0475265,Tier 2
8569,Super built-up  Area,Ready To Move,Ambedkar Nagar,1852,3,2,130,3,172.056356,159094,924.6621497,Tier 1
11721,Super built-up  Area,Ready To Move,Ambedkar Nagar,1852,4,2,122,3,172.056356,149303.6,867.7598635,Tier 2
12752,Super built-up  Area,Ready To Move,Ambedkar Nagar,1852,3,2,125,3,172.056356,152975,889.0982208,Tier 1
5872,Super built-up  Area,Ready To Move,Yeshwanthpur,1852,3,2,160,3,172.056356,195808,1138.045723,Tier 1
705,Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",1853,3,2,82,3,172.149259,100351.6,582.9336739,Tier 3
5096,Super built-up  Area,Ready To Move,Kothannur,1853,3,2,82,3,172.149259,100351.6,582.9336739,Tier 3
8220,Super built-up  Area,Not Ready,Thanisandra,1853,3,1,64.86,3,172.149259,79375.668,461.0863181,Tier 4
5002,Super built-up  Area,Not Ready,Dairy Circle,1855,3,1,225,3,172.335065,275355,1597.788587,Tier 1
12901,Super built-up  Area,Ready To Move,Murugeshpalya,1855,3,3,96,3,172.335065,117484.8,681.7231305,Tier 3
8877,Super built-up  Area,Ready To Move,OMBR Layout,1855,3,2,145,3,172.335065,177451,1029.685978,Tier 1
10289,Super built-up  Area,Ready To Move,Yeshwanthpur,1855,3,3,140,3,172.335065,171332,994.1795653,Tier 1
10933,Super built-up  Area,Ready To Move,Yeshwanthpur,1855,3,3,140,3,172.335065,171332,994.1795653,Tier 1
13112,Super built-up  Area,Ready To Move,Yeshwanthpur,1855,3,3,135,3,172.335065,165213,958.6731522,Tier 1
7843,Super built-up  Area,Ready To Move,Ambedkar Nagar,1856,3,1,120,3,172.427968,146856,851.6947784,Tier 2
10843,Super built-up  Area,Ready To Move,Rachenahalli,1856,3,3,106,3,172.427968,129722.8,752.3303876,Tier 2
7375,Super built-up  Area,Not Ready,Talaghattapura,1856,3,2,135,3,172.427968,165213,958.1566257,Tier 1
8593,Super built-up  Area,Not Ready,Talaghattapura,1856,3,2,135,3,172.427968,165213,958.1566257,Tier 1
9757,Super built-up  Area,Not Ready,Talaghattapura,1856,3,2,135,3,172.427968,165213,958.1566257,Tier 1
10278,Super built-up  Area,Ready To Move,Yeshwanthpur,1856,4,2,180,3,172.427968,220284,1277.542168,Tier 1
2270,Built-up  Area,Ready To Move,Sarjapur  Road,1857,4,3,155,3,172.520871,189689,1099.513345,Tier 1
6829,Super built-up  Area,Ready To Move,Jakkur,1858,3,1,98.3,3,172.613774,120299.54,696.9289716,Tier 2
9581,Super built-up  Area,Not Ready,Jakkur,1858,3,1,123,3,172.613774,150527.4,872.0474416,Tier 2
687,Built-up  Area,Ready To Move,Old Airport Road,1858,2,1,167,3,172.613774,204374.6,1183.999372,Tier 1
9567,Super built-up  Area,Ready To Move,Old Madras Road,1859,3,2,121,3,172.706677,148079.8,857.406341,Tier 2
8772,Super built-up  Area,Not Ready,Yelahanka,1859,3,1,108,3,172.706677,132170.4,765.2883044,Tier 2
10479,Super built-up  Area,Not Ready,EPIP Zone,1860,3,2,130,3,172.79958,159094,920.6851081,Tier 1
9552,Super built-up  Area,Ready To Move,Hebbal,1860,3,2,95,3,172.79958,116261,672.8083483,Tier 3
10379,Super built-up  Area,Ready To Move,Yeshwanthpur,1860,3,2,168,3,172.79958,205598.4,1189.808447,Tier 1
10521,Super built-up  Area,Ready To Move,Panathur,1861,3,3,92,3,172.892483,112589.6,651.211655,Tier 3
6060,Super built-up  Area,Ready To Move,Ambedkar Nagar,1862,3,2,120,3,172.985386,146856,848.9503269,Tier 2
6511,Super built-up  Area,Ready To Move,Ambedkar Nagar,1862,3,2,119,3,172.985386,145632.2,841.8757409,Tier 2
8854,Super built-up  Area,Ready To Move,RMV Extension Stage 2,1862,3,3,120,3,172.985386,146856,848.9503269,Tier 2
11022,Super built-up  Area,Ready To Move,Sarjapur  Road,1862,4,1,110,3,172.985386,134618,778.2044664,Tier 2
8279,Super built-up  Area,Ready To Move,Whitefield,1862,3,2,125,3,172.985386,152975,884.3232572,Tier 2
8601,Super built-up  Area,Ready To Move,Kasavanhalli,1863,3,2,105,4,173.078289,128499,742.4328074,Tier 2
4726,Super built-up  Area,Ready To Move,Sarjapur  Road,1863,3,2,104,4,173.078289,127275.2,735.3620187,Tier 2
2032,Built-up  Area,Ready To Move,Dodda Nekkundi Extension,1864,3,2,120,3,173.171192,146856,848.039436,Tier 2
11231,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1864,3,3,115,3,173.171192,140737,812.7044595,Tier 2
8862,Super built-up  Area,Ready To Move,Harlur,1864,3,1,140,3,173.171192,171332,989.379342,Tier 1
9539,Super built-up  Area,Ready To Move,Sarjapur  Road,1864,3,2,105,4,173.171192,128499,742.0345065,Tier 2
208,Built-up  Area,Ready To Move,Basaveshwara Nagar,1865,3,3,145,3,173.264095,177451,1024.164874,Tier 1
2845,Plot  Area,Ready To Move,HAL 3rd Stage,1865,3,3,350,3,173.264095,428330,2472.122109,Tier 1
5497,Super built-up  Area,Not Ready,Jakkur,1865,3,1,124,3,173.264095,151751.2,875.8375473,Tier 2
10283,Super built-up  Area,Not Ready,Kannamangala,1865,3,1,139,3,173.264095,170108.2,981.7856377,Tier 1
6969,Super built-up  Area,Not Ready,Marenahalli,1865,4,2,140,3,173.264095,171332,988.8488437,Tier 1
4704,Super built-up  Area,Not Ready,Hennur Road,1866,2,2,61.58,3,173.356998,75361.604,434.7191337,Tier 4
11013,Super built-up  Area,Not Ready,Koramangala,1866,4,2,245,3,173.356998,299831,1729.5581,Tier 1
96,Built-up  Area,Ready To Move,Rajiv Nagar,1867,3,1,160,3,173.449901,195808,1128.902345,Tier 1
7763,Super built-up  Area,Not Ready,Kanakpura Road,1868,3,2,113,3,173.542804,138289.4,796.8604679,Tier 2
4708,Super built-up  Area,Not Ready,Talaghattapura,1868,3,2,131,3,173.542804,160317.8,923.7939938,Tier 1
6878,Super built-up  Area,Not Ready,Talaghattapura,1868,3,1,121,3,173.542804,148079.8,853.2753683,Tier 2
7107,Super built-up  Area,Not Ready,Talaghattapura,1868,3,1,135,3,173.542804,165213,952.001444,Tier 1
7453,Super built-up  Area,Not Ready,Talaghattapura,1868,3,1,120,3,173.542804,146856,846.2235058,Tier 2
5761,Super built-up  Area,Ready To Move,Frazer Town,1870,3,3,185,3,173.72861,226403,1303.199283,Tier 1
11806,Super built-up  Area,Ready To Move,Frazer Town,1870,3,3,180,3,173.72861,220284,1267.977681,Tier 1
481,Built-up  Area,Ready To Move,Kasavanhalli,1870,3,1,200,3,173.72861,244760,1408.86409,Tier 1
29,Built-up  Area,Ready To Move,Peenya,1870,3,3,110,3,173.72861,134618,774.8752494,Tier 2
6192,Super built-up  Area,Ready To Move,Whitefield,1870,3,2,90,3,173.72861,110142,633.9888404,Tier 3
8226,Super built-up  Area,Not Ready,Whitefield,1870,3,2,138,3,173.72861,168884.4,972.116222,Tier 1
8965,Super built-up  Area,Not Ready,Whitefield,1870,3,2,138,3,173.72861,168884.4,972.116222,Tier 1
9924,Super built-up  Area,Ready To Move,Whitefield,1870,3,2,90,3,173.72861,110142,633.9888404,Tier 3
1563,Built-up  Area,Ready To Move,"HSR Layout 7th sector, ",1872,3,2,152,3,173.914416,186017.6,1069.592759,Tier 1
769,Built-up  Area,Ready To Move,Thanisandra,1874,4,1,130,3,174.100222,159094,913.806991,Tier 1
5933,Super built-up  Area,Ready To Move,1st Block Jayanagar,1875,2,3,235,3,174.193125,287593,1651.000865,Tier 1
5902,Super built-up  Area,Ready To Move,1st Phase JP Nagar,1875,3,1,167,3,174.193125,204374.6,1173.264444,Tier 1
4978,Super built-up  Area,Ready To Move,Ambedkar Colony,1875,3,2,165,3,174.193125,201927,1159.213373,Tier 1
653,Built-up  Area,Ready To Move,Doddathoguru,1875,3,1,55,3,174.193125,67309,386.4044577,Tier 4
5675,Super built-up  Area,Ready To Move,Domlur,1875,2,2,150,3,174.193125,183570,1053.830339,Tier 1
5309,Super built-up  Area,Not Ready,Haralur Road,1875,3,2,110,3,174.193125,134618,772.8089154,Tier 2
5971,Super built-up  Area,Not Ready,Haralur Road,1875,3,3,110,3,174.193125,134618,772.8089154,Tier 2
2439,Carpet  Area,Ready To Move,Indira Nagar,1875,3,1,180,3,174.193125,220284,1264.596407,Tier 1
541,Built-up  Area,Ready To Move,Jayanagar,1875,2,3,235,3,174.193125,287593,1651.000865,Tier 1
4324,Plot  Area,Ready To Move,Kadugodi,1875,2,1,110,3,174.193125,134618,772.8089154,Tier 2
140,Built-up  Area,Ready To Move,Old Airport Road,1875,2,2,110,3,174.193125,134618,772.8089154,Tier 2
12757,Super built-up  Area,Ready To Move,Mahalakshmi Layout,1876,3,1,150,3,174.286028,183570,1053.268596,Tier 1
13189,Super built-up  Area,Ready To Move,Yeshwanthpur,1876,3,3,160,3,174.286028,195808,1123.486502,Tier 1
9083,Super built-up  Area,Ready To Move,Sarjapur  Road,1877,4,2,150,3,174.378931,183570,1052.707451,Tier 1
11953,Super built-up  Area,Ready To Move,Sarjapur  Road,1879,3,2,155,3,174.564737,189689,1086.639852,Tier 1
7150,Super built-up  Area,Ready To Move,Bannerghatta Road,1880,3,2,95,3,174.65764,116261,665.6508126,Tier 3
11959,Super built-up  Area,Ready To Move,Bannerghatta Road,1880,3,2,96.5,3,174.65764,118096.7,676.1610886,Tier 3
7515,Super built-up  Area,Ready To Move,Battarahalli,1880,3,2,94.36,3,174.65764,115477.768,661.1664282,Tier 3
1988,Built-up  Area,Not Ready,Hennur Road,1880,4,0,154,4,174.65764,188465.2,1079.055002,Tier 1
11915,Super built-up  Area,Ready To Move,Jakkur,1880,4,2,110,3,174.65764,134618,770.7535725,Tier 2
11756,Super built-up  Area,Ready To Move,Subramanyapura,1880,3,2,110,3,174.65764,134618,770.7535725,Tier 2
9774,Super built-up  Area,Ready To Move,Thanisandra,1880,3,3,120,3,174.65764,146856,840.8220791,Tier 2
13156,Super built-up  Area,Ready To Move,Jalahalli,1881,3,2,115,3,174.750543,140737,805.3594431,Tier 2
11358,Super built-up  Area,Not Ready,Sarjapur  Road,1881,3,2,145,3,174.750543,177451,1015.453211,Tier 1
11429,Super built-up  Area,Ready To Move,Sarjapur  Road,1881,3,2,145,3,174.750543,177451,1015.453211,Tier 1
7879,Super built-up  Area,Ready To Move,Akshaya Nagar,1884,3,3,98,3,175.029252,119932.4,685.2134636,Tier 3
7028,Super built-up  Area,Ready To Move,Harlur,1884,4,2,120,4,175.029252,146856,839.0368942,Tier 2
11284,Super built-up  Area,Ready To Move,Hegde Nagar,1884,4,2,118,3,175.029252,144408.4,825.052946,Tier 2
2116,Built-up  Area,Ready To Move,"Kanakapura Road, ",1884,3,2,95,3,175.029252,116261,664.2375413,Tier 3
12322,Super built-up  Area,Ready To Move,Thanisandra,1884,4,2,117,3,175.029252,143184.6,818.0609719,Tier 2
12029,Super built-up  Area,Not Ready,Bannerghatta Road,1885,3,1,125,3,175.122155,152975,873.5331061,Tier 2
12232,Super built-up  Area,Ready To Move,Green Glen Layout,1885,3,2,135,3,175.122155,165213,943.4157546,Tier 1
9301,Super built-up  Area,Ready To Move,Silver Springs Layout,1885,3,3,90,3,175.122155,110142,628.9438364,Tier 3
12492,Super built-up  Area,Ready To Move,Thubarahalli,1885,3,2,85.52,3,175.122155,104659.376,597.6364099,Tier 3
11914,Super built-up  Area,Ready To Move,Banashankari,1886,3,2,205,3,175.215058,250879,1431.8347,Tier 1
6650,Super built-up  Area,Ready To Move,Sarjapur  Road,1888,4,1,95,3,175.400864,116261,662.8302584,Tier 3
319,Built-up  Area,Ready To Move,9th Phase JP Nagar,1890,2,2,85,3,175.58667,104023,592.4310769,Tier 3
9672,Super built-up  Area,Ready To Move,Akshaya Nagar,1890,4,2,100,3,175.58667,122380,696.9777375,Tier 2
2220,Built-up  Area,Ready To Move,Haralur Road,1890,3,2,84,3,175.58667,102799.2,585.4612995,Tier 3
7168,Super built-up  Area,Ready To Move,Hosur Road,1890,3,2,162,3,175.58667,198255.6,1129.103935,Tier 1
5483,Super built-up  Area,Not Ready,Kadugodi,1890,4,3,127,3,175.58667,155422.6,885.1617267,Tier 2
9498,Super built-up  Area,Not Ready,Kadugodi,1890,4,3,125,3,175.58667,152975,871.2221719,Tier 2
11005,Super built-up  Area,Not Ready,Kadugodi,1890,4,3,125,3,175.58667,152975,871.2221719,Tier 2
9104,Super built-up  Area,Ready To Move,Koramangala,1890,2,1,100,3,175.58667,122380,696.9777375,Tier 2
1854,Built-up  Area,Ready To Move,Yelahanka,1890,4,2,85,3,175.58667,104023,592.4310769,Tier 3
8577,Super built-up  Area,Not Ready,Yelahanka,1890,3,2,108,3,175.58667,132170.4,752.7359566,Tier 2
11360,Super built-up  Area,Not Ready,Yelahanka,1890,3,2,109,3,175.58667,133394.2,759.7057339,Tier 2
5182,Super built-up  Area,Ready To Move,Hennur Road,1891,3,1,109,3,175.679573,133394.2,759.3039858,Tier 2
5824,Super built-up  Area,Ready To Move,Hennur Road,1891,3,1,139,3,175.679573,170108.2,968.2867342,Tier 1
7425,Super built-up  Area,Ready To Move,Hennur Road,1891,3,1,109,3,175.679573,133394.2,759.3039858,Tier 2
12590,Super built-up  Area,Ready To Move,Hennur Road,1891,3,1,110,3,175.679573,134618,766.2700774,Tier 2
4355,Plot  Area,Ready To Move,Laxmi Sagar Layout,1892,3,2,200,3,175.772476,244760,1392.481949,Tier 1
12428,Super built-up  Area,Ready To Move,Akshaya Nagar,1893,4,2,95,3,175.865379,116261,661.0795181,Tier 3
7023,Super built-up  Area,Ready To Move,Bannerghatta Road,1893,3,2,100,3,175.865379,122380,695.8731769,Tier 2
9545,Super built-up  Area,Ready To Move,Dodsworth Layout,1893,3,2,115,3,175.865379,140737,800.2541535,Tier 2
12761,Super built-up  Area,Not Ready,Hosa Road,1893,3,2,130,3,175.865379,159094,904.63513,Tier 1
6015,Super built-up  Area,Ready To Move,Lingadheeranahalli,1893,3,2,140,3,175.865379,171332,974.2224477,Tier 1
7516,Super built-up  Area,Ready To Move,Lingadheeranahalli,1893,3,1,130,3,175.865379,159094,904.63513,Tier 1
9780,Super built-up  Area,Not Ready,Bannerghatta Road,1894,3,1,115,3,175.958282,140737,799.8316328,Tier 2
12725,Super built-up  Area,Ready To Move,Lingadheeranahalli,1894,4,1,114,3,175.958282,139513.2,792.8765751,Tier 2
11120,Super built-up  Area,Ready To Move,Akshaya Nagar,1896,3,2,102,3,176.144088,124827.6,708.667554,Tier 2
7113,Super built-up  Area,Ready To Move,Kasturi Nagar,1896,3,1,125,4,176.144088,152975,868.4651397,Tier 2
552,Built-up  Area,Ready To Move,Whitefield,1896,3,1,75,3,176.144088,91785,521.0790838,Tier 4
5307,Super built-up  Area,Ready To Move,Akshaya Nagar,1897,3,2,120,3,176.236991,146856,833.2870368,Tier 2
7840,Super built-up  Area,Ready To Move,Akshaya Nagar,1897,4,2,93,3,176.236991,113813.4,645.7974535,Tier 3
169,Built-up  Area,Not Ready,Whitefield,1897,3,2,130,3,176.236991,159094,902.7276232,Tier 1
2095,Built-up  Area,Ready To Move,1st Phase JP Nagar,1900,3,1,400,4,176.5157,489520,2773.237735,Tier 1
1232,Built-up  Area,Ready To Move,8th Phase JP Nagar,1900,4,1,90,3,176.5157,110142,623.9784903,Tier 3
1905,Built-up  Area,Ready To Move,9th Phase JP Nagar,1900,4,2,80,4,176.5157,97904,554.6475469,Tier 3
384,Built-up  Area,Ready To Move,Amruthahalli,1900,3,1,135,3,176.5157,165213,935.9677354,Tier 1
6485,Super built-up  Area,Ready To Move,Banashankari,1900,2,1,170,3,176.5157,208046,1178.626037,Tier 1
10636,Super built-up  Area,Ready To Move,Basaveshwara Nagar,1900,3,3,150,3,176.5157,183570,1039.96415,Tier 1
5724,Super built-up  Area,Ready To Move,Chamrajpet,1900,2,1,170,4,176.5157,208046,1178.626037,Tier 1
11041,Super built-up  Area,Ready To Move,cooketown,1900,3,2,190,3,176.5157,232522,1317.287924,Tier 1
1506,Built-up  Area,Ready To Move,Electronic City Phase II,1900,3,1,97,4,176.5157,118708.6,672.5101507,Tier 3
12999,Super built-up  Area,Ready To Move,Electronics City Phase 1,1900,3,2,85,3,176.5157,104023,589.3130186,Tier 3
733,Built-up  Area,Ready To Move,Frazer Town,1900,4,2,145,3,176.5157,177451,1005.298679,Tier 1
4678,Super built-up  Area,Ready To Move,Hebbal,1900,3,2,119,3,176.5157,145632.2,825.0382261,Tier 2
8918,Super built-up  Area,Ready To Move,High grounds,1900,2,2,190,3,176.5157,232522,1317.287924,Tier 1
1706,Built-up  Area,Ready To Move,HRBR Layout,1900,3,1,90,4,176.5157,110142,623.9784903,Tier 3
3218,Plot  Area,Ready To Move,Kanakpura Road,1900,3,1,99,3,176.5157,121156.2,686.3763393,Tier 3
9042,Super built-up  Area,Ready To Move,Kanakpura Road,1900,3,3,125,3,176.5157,152975,866.6367921,Tier 2
11669,Super built-up  Area,Ready To Move,Kaval Byrasandra,1900,2,2,65,3,176.5157,79547,450.6511319,Tier 4
8643,Super built-up  Area,Ready To Move,Kaveri Nagar,1900,3,3,155,3,176.5157,189689,1074.629622,Tier 1
588,Built-up  Area,Ready To Move,Koramangala,1900,2,1,200,2,176.5157,244760,1386.618867,Tier 1
7536,Super built-up  Area,Ready To Move,Koramangala,1900,3,3,150,3,176.5157,183570,1039.96415,Tier 1
10651,Super built-up  Area,Ready To Move,Koramangala,1900,2,1,120,3,176.5157,146856,831.9713204,Tier 2
6612,Super built-up  Area,Ready To Move,Malleshpalya,1900,3,2,60,3,176.5157,73428,415.9856602,Tier 4
6381,Super built-up  Area,Ready To Move,Marathahalli,1900,3,3,123,3,176.5157,150527.4,852.7706034,Tier 2
7653,Super built-up  Area,Ready To Move,Near ullas theater,1900,3,2,205,3,176.5157,250879,1421.284339,Tier 1
9382,Super built-up  Area,Ready To Move,Pattanagere,1900,3,0,65,3,176.5157,79547,450.6511319,Tier 4
4104,Plot  Area,Ready To Move,Ramamurthy Nagar,1900,4,2,185,4,176.5157,226403,1282.622452,Tier 1
6324,Super built-up  Area,Ready To Move,Rustam Bagh Layout,1900,3,3,160,3,176.5157,195808,1109.295094,Tier 1
7589,Super built-up  Area,Not Ready,Sanjay nagar,1900,2,2,180,3,176.5157,220284,1247.956981,Tier 1
9849,Super built-up  Area,Ready To Move,Sarjapur  Road,1900,4,1,180,3,176.5157,220284,1247.956981,Tier 1
6001,Super built-up  Area,Ready To Move,Dasarahalli,1901,3,2,119,3,176.608603,145632.2,824.6042238,Tier 2
10620,Super built-up  Area,Ready To Move,Kalena Agrahara,1902,3,2,89,3,176.701506,108918.2,616.3965575,Tier 3
2401,Built-up  Area,Ready To Move,7th Block Jayanagar,1903,2,1,293,3,176.794409,358573.4,2028.194229,Tier 1
3628,Plot  Area,Ready To Move,Banaswadi,1903,6,2,140,5,176.794409,171332,969.1030444,Tier 1
10807,Super built-up  Area,Ready To Move,"Jayanagar, ",1903,3,2,165,3,176.794409,201927,1142.15716,Tier 1
5124,Super built-up  Area,Ready To Move,Hennur Road,1904,3,2,120,3,176.887312,146856,830.2234815,Tier 2
11400,Super built-up  Area,Ready To Move,Hennur Road,1904,3,2,129,3,176.887312,157870.2,892.4902426,Tier 1
4634,Super built-up  Area,Ready To Move,Keshava Nagar,1904,3,1,150,3,176.887312,183570,1037.779352,Tier 1
7144,Super built-up  Area,Ready To Move,Keshava Nagar,1904,3,3,155,3,176.887312,189689,1072.371997,Tier 1
1761,Built-up  Area,Ready To Move,Ambedkar Colony,1907,2,1,200,3,177.166021,244760,1381.529024,Tier 1
4663,Super built-up  Area,Ready To Move,Kogilu,1909,3,2,88,3,177.351827,107694.4,607.2359209,Tier 3
6892,Super built-up  Area,Ready To Move,Ambedkar Colony,1910,3,1,190,3,177.44473,232522,1310.391129,Tier 1
12980,Super built-up  Area,Ready To Move,Koramangala,1910,4,3,150,3,177.44473,183570,1034.519312,Tier 1
